"About This Order:","About This Order:"
"Abrasive grain","Abrasive grain"
"Abrasive hole","Abrasive hole"
"Abrasive diameter","Abrasive diameter"
"Accessoires","Accessoires"
"Account information","Account information"
"Action","Action"
"Actions","Actions"
"Add","Add"
"Add All to Cart","Add All to Cart"
"Add All To Gift Registry ","Add All To Gift Registry "
"Added On","Added On"
"Add gift options","Add gift options"
"Add gift options for Individual Items","Add gift options for Individual Items"
"Add gift options for the Entire Order","Add gift options for the Entire Order"
"Add Item To Return","Add Item To Return"
"Add New","Add New"
"Add Printed Card","Add Printed Card"
"Add Recipient","Add Recipient"
"Address","Address"
"Address Information","Address Information"
"Add Row","Add Row"
"Add Tags","Add Tags"
"Add to:","Add to:"
"Add to cart","Añadir a la cesta"
"Add to Compare","Add to Compare"
"Add to Gift Registry","Add to Gift Registry"
"Add Your Tags:","Add Your Tags:"
"All rights reserved","Todos los derechos reservados"
"Amount","Amount"
"Amount in carton","Amount in carton"
"Answers","Answers"
"Apply","Apply"
"Are you sure you want to delete this gift registry?","Are you sure you want to delete this gift registry?"
"Are you sure you want to delete this tracking information?","Are you sure you want to delete this tracking information?"
"Are you sure you want to remove this product from your wishlist?","Are you sure you want to remove this product from your wishlist?"
"Are you sure you want to remove this product from the shopping cart?","Are you sure you want to remove this product from the shopping cart?"
"Article reference","Referencia del artículo"
"Article reference:","Referencia del artículo:"
"Availability:","Availability:"
"available","available"
"Back","Back"
"Back to Invitations","Back to Invitations"
"Balance","Balance"
"Balance Change","Balance Change"
"Balance History","Balance History"
"Balance limitations:","Balance limitations:"
"Based on your selection, you may be interested in the following items:","Based on your selection, you may be interested in the following items:"
"Billing address","Billing address"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more."
"Cancel","Cancelar"
"Canceled","Canceled"
"Carrier","Carrier"
"Cart Subtotal:","Cart Subtotal:"
"Categories","Categorías"
"Change","Change"
"Change Password","Change Password"
"Changing quantity for gift registry items is not allowed during checkout. You can change item quantity on the Gift Registry Info page or directly in your shopping cart.","Changing quantity for gift registry items is not allowed during checkout. You can change item quantity on the Gift Registry Info page or directly in your shopping cart."
"Check","Check"
"Check Gift Card status and balance","Check Gift Card status and balance"
"Check items to add to the cart or","Check items to add to the cart or"
"Checkout","Checkout"
"Check status and balance","Check status and balance"
"Choose an Amount...","Choose an Amount..."
"Choose a selection...","Choose a selection..."
"City","City"
"Clear cart","Clear cart"
"Close","Close"
"Close Window","Close Window"
"Collection","COLECCIÓN"
"Comment","Comment"
"Comments","Comments"
"Comment Text","Comment Text"
"Company","Company"
"Compare","Comparar"
"Condition","Condition"
"Confirm New Password","Confirm New Password"
"Confirm Password","Confirm Password"
"Contact Email Address","Contact Email Address"
"Contact information","Contact information"
"Continue","Continue"
"Continue shopping","Continue shopping"
"Copy to:","Copy to:"
"Copy To:",""Copy To:"
"Copy to Wishlist","Copy to Wishlist"
"Copy To Wishlist","Copy To Wishlist"
"Country","Country"
"Create an Account","Create an Account"
"Created On","Created On"
"Create Gift Registry","Create Gift Registry"
"Create New Wishlist","Create New Wishlist"
"Current exchange rates:","Current exchange rates:"
"Currently no new products","Currently no new products"
"Current Password","Current Password"
"Customer Name","Customer Name"
"Customer Service","Customer Service"
"Customize and Add to Gift Registry","Customize and Add to Gift Registry"
"Date","Date"
"Date Requested","Date Requested"
"Default billing address","Default billing address"
"Default shipping address","Default shipping address"
"Delete","Delete"
"Delete Wishlist","Delete Wishlist"
"Design","Design"
"Description","Descripción"
"Did you mean:","Did you mean:"
"Do you have any gift items in your order?","Do you have any gift items in your order?"
"Edit","Edit"
"Edit Account information","Edit Account information"
"Email","Email"
"Email:","Email:"
"Email Address","Email Address"
"Email Address:","Email Address:"
"Email Notification Settings","Email Notification Settings"
"Enter at least two letters","Enter at least two letters"
"Enter at least two letters of the name","Enter at least two letters of the name"
"Entered amount is too high","Entered amount is too high"
"Entered amount is too low","Entered amount is too low"
"Enter gift card code","Enter gift card code"
"Enter Gift Card code","Enter Gift Card code"
"Event","Event"
"Event Date","Event Date"
"Excl. Tax","Excl. Tax"
"Fax","Fax"
"File","File"
"File extensions allowed: .csv","File extensions allowed: .csv"
"File must contain two columns, with "sku" and "qty" in the header row.","File must contain two columns, with "sku" and "qty" in the header row."
"First Name","First Name"
"First Name:","First Name:"
"Forgot Your Password?","Forgot Your Password?"
"From","From"
"Fulfilled","Fulfilled"
"Fulfilled Quantity","Fulfilled Quantity"
"General brochures","Catálogos genéricos"
"General Information","General Information"
"Gift Card","Gift Card"
"Gift Cards","Gift Cards"
"Gift Card status","Gift Card status"
"Gift Message","Gift Message"
"Gift Options for Individual Items","Gift Options for Individual Items"
"Gift Options for the Entire Order","Gift Options for the Entire Order"
"Gift Options for this address.","Gift Options for this address."
"Gift Registry","Gift Registry"
"Gift Registry has no items.","Gift Registry has no items."
"Gift Registry ID","Gift Registry ID"
"Gift Registry Info","Gift Registry Info"
"Gift Registry Items","Gift Registry Items"
"Gift Registry Items Updated","Gift Registry Items Updated"
"Gift Registry Search","Gift Registry Search"
"Gift Registry Type","Gift Registry Type"
"Gift Wrapping","Gift Wrapping"
"Gift Wrapping Design","Gift Wrapping Design"
"Gloss / 60°","Brillo /60º"
"GMC","GMC"
"GMC:","GMC:"
"Go","Go"
"Go to cart","Go to cart"
"Go To Sale","Go To Sale"
"Go to Shopping Cart","Go to Shopping Cart"
"Height","Height"
"Hide Details","Hide Details"
"Home","Inicio"
"ID","ID"
"If you have an account with us, please log in.","Si ya tiene una cuenta con nosotros por favor inicie sesión para efectuar un pedido"
"Incl. Tax","Incl. Tax"
"Invite your friends by entering their email addresses below","Invite your friends by entering their email addresses below"
"Item","Item"
"Items in the Package","Items in the Package"
"Items Ordered","Items Ordered"
"Items Return Requested For","Items Return Requested For"
"Last Name","Last Name"
"Last Name:","Last Name:"
"Last viewed","Última vista"
"Launch letter","Información de lanzamiento"
"Lead time","Plazo de entrega"
"Leadtime","Plazo de entrega"
"Learn more","Más información"
"Leave Comment","Leave Comment"
"Length","Longitud"
"Loading next step...",""Loading next step..."
"Location","Location"
"Login Information","Login Information"
"Login or Create an Account","Login or Create an Account"
"Manage Items","Manage Items"
"Market segment","Segmento de mercado"
"Maximum balance is reached.",""
"Material code","Código del material"
"Material Code","Código del material"
"Material code:","Código del material:"
"Material Code:","Código del material:"
"Message","Message"
"Message:","Message:"
"Minimum balance for redeeming points is not reached.","Minimum balance for redeeming points is not reached."
"Move to:","Move to:"
"Move To:","Move To:"
"Move to Wishlist","Move to Wishlist"
"My dashboard","y dashboard"
"My Invitations","My Invitations"
"My Orders","My Orders"
"My Returns","My Returns"
"Name","Nombre"
"Name:","Nombre:"
"New Customers","New Customers"
"New Password","New Password"
"Next","Siguiente"
"Net weight","Peso neto"
"None","None"
"None.","None."
"Note","Note"
"Number","Number"
"OR","OR"
"Order #%s / %s","Order #%s / %s"
"Order by SKU","Order by SKU"
"Order date","Order date"
"Ordered","Ordered"
"Order ID","Order ID"
"Shopping cart","Shopping cart"
"Order shipping address","Order shipping address"
"ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER","ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER"
"Other Amount...","Other Amount..."
"Other people marked this product with these tags:","Other people marked this product with these tags:"
"Owner","Owner"
"Owner Email","Owner Email"
"Package","Package"
"Packages","Envase(s) "
"package(s) of","Envase(s) de"
"unit(s) of","Unidad(es) de"
"How much %s","Cuánto cuesta %s"
"How much KG:","Cuánto cuesta %s:"
"How much %s","Cantidad requerida en %s"
"How much KG:","Cantidad requerida en %s:"
"Page:","Page:"
"Password","Password"
"Pay Now","Pay Now"
"per page","por página"
"Personal information","Personal information"
"Please do not refresh the page until you complete payment.","Please do not refresh the page until you complete payment."
"Please enter at least 2 letters.","Please enter at least 2 letters."
"Please enter the following information to create your account.","Please enter the following information to create your account."
"Please select gift registry type","Please select gift registry type"
"Please select one of the options.","Please select one of the options."
"Please select region, state or province","Please select region, state or province"
"Please wait, loading...","Please wait, loading..."
"Points","Points"
"PO-Number","PO-Number"
"Preview Sale","Preview Sale"
"Previous","Previous"
"Price","Price"
"Price Excl. Tax","Price Excl. Tax"
"Price Incl. Tax","Price Incl. Tax"
"Prices and availability of products will be checked during the checkout.","Prices and availability of products will be checked during the checkout."
"Print","Print"
"Privacy Settings","Privacy Settings"
"Proceed to checkout","Proceed to checkout"
"Product","Product"
"Productcode:","Productcode:"
"Product details","Detalles del producto"
"Product group","Grupo de producto"
"Product groups","Grupos de producto"
"Product name","Nombre del producto"
"Products Requiring Attention","Products Requiring Attention"
"Product Tags","Product Tags"
"Product variant","Variante de producto"
"Product Variant","Variante de producto"
"Product information bulletin","Boletín de información de producto"
"Quantity","Cantidad"
"Quantity:","Cantidad:"
"Qty Fulfilled","Qty Fulfilled"
"Quantity To Return","Quantity To Return"
"Questions","Questions"
"Reason","Reason"
"Recently added item(s)","Recently added item(s)"
"Recipient:","Recipient:"
"Recipient Email","Recipient Email"
"Recipient Name","Recipient Name"
"Recipients Information","Recipients Information"
"Redeem Gift Card","Redeem Gift Card"
"Refer to reward points history to see if a specific record expires and when.","Refer to reward points history to see if a specific record expires and when."
"Refunded","Refunded"
"Refunded to Store Credit","Refunded to Store Credit"
"Register","Register"
"Registered Customers","Registered Customers"
"Related products","Related products"
"Related search terms:","Related search terms:"
"Reload Form","Reload Form"
"Remaining","Remaining"
"Remaining Qty:","Remaining Qty:"
"Remaining Quantity","Remaining Quantity"
"Remove","Remove"
"Remove All","Remove All"
"Remove Email","Remove Email"
"Remove from cart","Remove from cart"
"Remove item","Remove item"
"Remove Item","Remove Item"
"Remove Row","Remove Row"
"Mage_Sales::Reorder","Mage_Sales::Reorder"
"Reorder all products","Reorder all products"
"Requested","Requested"
"Requested Quantity","Requested Quantity"
"Request Information","Request Information"
"Request Qty","Request Qty"
"* Required Fields","* Required Fields"
"Reset","Reset"
"Resolution","Resolution"
"Return","Return"
"Return #","Return #"
"Return Items Information","Return Items Information"
"Return Status","Return Status"
"Reward Points","Reward Points"
"Reward points balance Information","Reward points balance Information"
"RMA","RMA"
"RSS Feed","RSS Feed"
"Save","Save"
"Save Address","Save Address"
"Save in address book","Save in address book"
"Save Subscription Settings","Save Subscription Settings"
"Search","búsqueda"
"Search By","Search By"
"Search entire store here...","Buscar en toda la tienda"
"Search options","Search options"
"Search results","Search results"
"Search results for '%s'","Resultados de la búsqueda '%s'"
"Search results for: '%s'","Resultados de la búsqueda: '%s'"
"Safety data sheet","Hoja de datos de seguridad"
